命令代码,命令名称,MML Codex,中文显示名称,英文显示名称,标准路径,参数类型,访问权限,原始分组,分析建议分组,原导入动作,删除原因,调整说明
LST DEVICE_INFO,列出 设备基本信息,X_COM_AP_LTETURBO_ENABLE,X_COM_AP_LTETURBO_ENABLE,X COM Ap Lteturbo Enable,Device.DeviceInfo.X_COM_ApLteturboEnable,STRING,READ_ONLY,设备信息参数管理,跳过,跳过,未匹配标准南向分组，按多余项不导入,未匹配标准南向分组，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,X_COM_LTE_LBO_FIRST_STATIC_IP_ADDRESS,X_COM_LTE_LBO_FIRST_STATIC_IP_ADDRESS,X COM LTE LBO First Static Ip Address,Device.DeviceInfo.X_COM_LTE_LBO_First_Static_Ip_Address,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,未匹配标准南向分组，按多余项不导入,未匹配标准南向分组，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,X_COM_LTE_LBO_IMSI_IP_LIST,X_COM_LTE_LBO_IMSI_IP_LIST,X COM LTE LBO IMSI IP List,Device.DeviceInfo.X_COM_LTE_LBO_IMSI_IP_List,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,未匹配标准南向分组，按多余项不导入,未匹配标准南向分组，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,X_COM_LTE_LBO_IFNAME,X_COM_LTE_LBO_IFNAME,X COM LTE LBO Ifname,Device.DeviceInfo.X_COM_LTE_LBO_Ifname,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,未匹配标准南向分组，按多余项不导入,未匹配标准南向分组，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,X_COM_LTE_LBO_LAST_STATIC_IP_ADDRESS,X_COM_LTE_LBO_LAST_STATIC_IP_ADDRESS,X COM LTE LBO Last Static Ip Address,Device.DeviceInfo.X_COM_LTE_LBO_Last_Static_Ip_Address,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,未匹配标准南向分组，按多余项不导入,未匹配标准南向分组，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,X_COM_LTE_LBO_NET_MASK,X_COM_LTE_LBO_NET_MASK,X COM LTE LBO NET Mask,Device.DeviceInfo.X_COM_LTE_LBO_NET_Mask,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,未匹配标准南向分组，按多余项不导入,未匹配标准南向分组，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,X_COM_LTE_LBO_START_UE_ADDR,X_COM_LTE_LBO_START_UE_ADDR,X COM LTE LBO START UE Addr,Device.DeviceInfo.X_COM_LTE_LBO_START_UE_Addr,STRING,READ_WRITE,设备信息参数管理,小区服务参数管理（总体）,更新,其他分组已有/不在设备信息范围，从设备信息组删除,UE状态/接入字段映射到小区服务/接入管理
LST DEVICE_INFO,列出 设备基本信息,X_COM_LTE_LBO_STATIC_IP_ADDR_SWITCH,X_COM_LTE_LBO_STATIC_IP_ADDR_SWITCH,X COM LTE LBO Static Ip Addr Switch,Device.DeviceInfo.X_COM_LTE_LBO_Static_Ip_Addr_Switch,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,未匹配标准南向分组，按多余项不导入,未匹配标准南向分组，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,X_COM_LTE_LBO_SWITCH,X_COM_LTE_LBO_SWITCH,X COM LTE LBO Switch,Device.DeviceInfo.X_COM_LTE_LBO_Switch,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,未匹配标准南向分组，按多余项不导入,未匹配标准南向分组，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,X_COM_LTE_LGW_FIRST_STATIC_IP_ADDRESS,X_COM_LTE_LGW_FIRST_STATIC_IP_ADDRESS,X COM LTE LGW First Static Ip Address,Device.DeviceInfo.X_COM_LTE_LGW_First_Static_Ip_Address,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,未匹配标准南向分组，按多余项不导入,未匹配标准南向分组，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,X_COM_LTE_LGW_IMSI_IP_LIST,X_COM_LTE_LGW_IMSI_IP_LIST,X COM LTE LGW IMSI IP List,Device.DeviceInfo.X_COM_LTE_LGW_IMSI_IP_List,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,未匹配标准南向分组，按多余项不导入,未匹配标准南向分组，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,X_COM_LTE_LGW_IFNAME,X_COM_LTE_LGW_IFNAME,X COM LTE LGW Ifname,Device.DeviceInfo.X_COM_LTE_LGW_Ifname,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,未匹配标准南向分组，按多余项不导入,未匹配标准南向分组，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,X_COM_LTE_LGW_LAST_STATIC_IP_ADDRESS,X_COM_LTE_LGW_LAST_STATIC_IP_ADDRESS,X COM LTE LGW Last Static Ip Address,Device.DeviceInfo.X_COM_LTE_LGW_Last_Static_Ip_Address,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,未匹配标准南向分组，按多余项不导入,未匹配标准南向分组，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,X_COM_LTE_LGW_NET_MASK,X_COM_LTE_LGW_NET_MASK,X COM LTE LGW NET Mask,Device.DeviceInfo.X_COM_LTE_LGW_NET_Mask,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,未匹配标准南向分组，按多余项不导入,未匹配标准南向分组，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,X_COM_LTE_LGW_START_UE_ADDR,X_COM_LTE_LGW_START_UE_ADDR,X COM LTE LGW START UE Addr,Device.DeviceInfo.X_COM_LTE_LGW_START_UE_Addr,STRING,READ_WRITE,设备信息参数管理,小区服务参数管理（总体）,更新,其他分组已有/不在设备信息范围，从设备信息组删除,UE状态/接入字段映射到小区服务/接入管理
LST DEVICE_INFO,列出 设备基本信息,X_COM_LTE_LGW_STATIC_IP_ADDR_SWITCH,X_COM_LTE_LGW_STATIC_IP_ADDR_SWITCH,X COM LTE LGW Static Ip Addr Switch,Device.DeviceInfo.X_COM_LTE_LGW_Static_Ip_Addr_Switch,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,未匹配标准南向分组，按多余项不导入,未匹配标准南向分组，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,X_COM_LTE_LGW_SWITCH,X_COM_LTE_LGW_SWITCH,X COM LTE LGW Switch,Device.DeviceInfo.X_COM_LTE_LGW_Switch,BOOLEAN,READ_WRITE,设备信息参数管理,跳过,跳过,未匹配标准南向分组，按多余项不导入,未匹配标准南向分组，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,X_COM_LTE_WAN_CHECK_ENABLE,X_COM_LTE_WAN_CHECK_ENABLE,X COM LTE WAN CHECK ENABLE,Device.DeviceInfo.X_COM_LTE_WAN_CHECK_ENABLE,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,未匹配标准南向分组，按多余项不导入,未匹配标准南向分组，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,X_COM_LTE_WAN_CHECK_TIMER_LEN,X_COM_LTE_WAN_CHECK_TIMER_LEN,X COM LTE WAN CHECK TIMER LEN,Device.DeviceInfo.X_COM_LTE_WAN_CHECK_TIMER_LEN,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,未匹配标准南向分组，按多余项不导入,未匹配标准南向分组，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,X_COM_LMT_ENABLE,X_COM_LMT_ENABLE,X COM Lmt Enable,Device.DeviceInfo.X_COM_LmtEnable,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,未匹配标准南向分组，按多余项不导入,未匹配标准南向分组，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,X_COM_MME_STATUS,X_COM_MME_STATUS,X COM MME Status,Device.DeviceInfo.X_COM_MME_Status,STRING,READ_ONLY,设备信息参数管理,RAN协议栈参数,更新,其他分组已有/不在设备信息范围，从设备信息组删除,MME链路状态映射到RAN协议栈参数
LST DEVICE_INFO,列出 设备基本信息,X_COM_OMC_ETH_CONFIG_MTU,X_COM_OMC_ETH_CONFIG_MTU,X COM OMC ETH CONFIG MTU,Device.DeviceInfo.X_COM_OMC_ETH_CONFIG_MTU,INT,READ_WRITE,设备信息参数管理,WAN口配置参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向WAN/路由/DNS/接口字段映射到标准WAN口配置参数管理
LST DEVICE_INFO,列出 设备基本信息,X_COM_PTP1588DOMAIN_NUM,X_COM_PTP1588DOMAIN_NUM,X COM PTP1588Domain Num,Device.DeviceInfo.X_COM_PTP1588DomainNum,STRING,READ_WRITE,设备信息参数管理,时间服务器参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向1588/PTP同步字段映射到时间服务器参数管理
LST DEVICE_INFO,列出 设备基本信息,X_COM_PTP1588INTERFACE,X_COM_PTP1588INTERFACE,X COM PTP1588Interface,Device.DeviceInfo.X_COM_PTP1588Interface,STRING,READ_WRITE,设备信息参数管理,时间服务器参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向1588/PTP同步字段映射到时间服务器参数管理
LST DEVICE_INFO,列出 设备基本信息,X_COM_PTP1588PROFILE,X_COM_PTP1588PROFILE,X COM PTP1588Profile,Device.DeviceInfo.X_COM_PTP1588Profile,STRING,READ_WRITE,设备信息参数管理,时间服务器参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向1588/PTP同步字段映射到时间服务器参数管理
LST DEVICE_INFO,列出 设备基本信息,X_COM_PTP1588TRANS_PORT,X_COM_PTP1588TRANS_PORT,X COM PTP1588TRANS PORT,Device.DeviceInfo.X_COM_PTP1588TRANS_PORT,STRING,READ_WRITE,设备信息参数管理,时间服务器参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向1588/PTP同步字段映射到时间服务器参数管理
LST DEVICE_INFO,列出 设备基本信息,X_COM_PTP1588TRIGGER,X_COM_PTP1588TRIGGER,X COM PTP1588Trigger,Device.DeviceInfo.X_COM_PTP1588Trigger,STRING,READ_WRITE,设备信息参数管理,时间服务器参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向1588/PTP同步字段映射到时间服务器参数管理
LST DEVICE_INFO,列出 设备基本信息,X_COM_PTP1588UNICAST_ADDR,X_COM_PTP1588UNICAST_ADDR,X COM PTP1588Unicast Addr,Device.DeviceInfo.X_COM_PTP1588UnicastAddr,STRING,READ_WRITE,设备信息参数管理,时间服务器参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向1588/PTP同步字段映射到时间服务器参数管理
LST DEVICE_INFO,列出 设备基本信息,X_COM_PTP1588SYNCS_MODE,X_COM_PTP1588SYNCS_MODE,X COM PTP1588syncs Mode,Device.DeviceInfo.X_COM_PTP1588syncsMode,STRING,READ_WRITE,设备信息参数管理,时间服务器参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向1588/PTP同步字段映射到时间服务器参数管理
LST DEVICE_INFO,列出 设备基本信息,X_COM_SCTP_CONFIG_MTU,X_COM_SCTP_CONFIG_MTU,X COM SCTP CONFIG MTU,Device.DeviceInfo.X_COM_SCTP_CONFIG_MTU,INT,READ_WRITE,设备信息参数管理,WAN口配置参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向WAN/路由/DNS/接口字段映射到标准WAN口配置参数管理
LST DEVICE_INFO,列出 设备基本信息,X_COM_TOGGLE_SWITCH,X_COM_TOGGLE_SWITCH,X COM Toggle Switch,Device.DeviceInfo.X_COM_Toggle_Switch,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,未匹配标准南向分组，按多余项不导入,未匹配标准南向分组，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,CBSD_CATEGORY,CBSD_CATEGORY,cbsd Category,Device.DeviceInfo.cbsdCategory,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,CELL_MODE_IDX,CELL_MODE_IDX,cell Mode Idx,Device.DeviceInfo.cellModeIdx,INT,READ_ONLY,设备信息参数管理,跳过,跳过,未匹配标准南向分组，按多余项不导入,未匹配标准南向分组，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,HIGH_FREQUENCY,HIGH_FREQUENCY,high Frequency,Device.DeviceInfo.highFrequency,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,I_FORCED_SYNC_CONTROL_SWITCH,I_FORCED_SYNC_CONTROL_SWITCH,i Forced Sync Control Switch,Device.DeviceInfo.iForcedSyncControlSwitch,U_INT,READ_WRITE,设备信息参数管理,时间服务器参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向1588/PTP同步字段映射到时间服务器参数管理
LST DEVICE_INFO,列出 设备基本信息,INDOOR_DEPLOYMENT,INDOOR_DEPLOYMENT,indoor Deployment,Device.DeviceInfo.indoorDeployment,INT,READ_WRITE,设备信息参数管理,跳过,跳过,未匹配标准南向分组，按多余项不导入,未匹配标准南向分组，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,LOW_FREQUENCY,LOW_FREQUENCY,low Frequency,Device.DeviceInfo.lowFrequency,STRING,READ_WRITE,设备信息参数管理,跳过,跳过,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入,SAS/CBRS/频谱字段未出现在两份中国移动标准南向规范，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,SUPPORTED_N48N78SHARED_RF,SUPPORTED_N48N78SHARED_RF,supported N48N78Shared Rf,Device.DeviceInfo.supportedN48N78SharedRf,STRING,READ_ONLY,设备信息参数管理,跳过,跳过,未匹配标准南向分组，按多余项不导入,未匹配标准南向分组，按多余项不导入
LST DEVICE_INFO,列出 设备基本信息,UE_COUNT_6cdfa97c,UE_COUNT,Ue Count,Device.DeviceInfo.{i}.UE_Count,INT,READ_ONLY,设备信息参数管理,小区服务参数管理（总体）,更新,其他分组已有/不在设备信息范围，从设备信息组删除,UE状态/接入字段映射到小区服务/接入管理
MOD DEVICE_INFO,修改 设备基本信息,AMBR_LIMIT_SWITCH,AMBR_LIMIT_SWITCH,Ambr Limit Switch,Device.DeviceInfo.AmbrLimitSwitch,STRING,READ_WRITE,设备信息参数管理,小区服务参数管理（总体）,更新,其他分组已有/不在设备信息范围，从设备信息组删除,UE状态/接入字段映射到小区服务/接入管理
MOD DEVICE_INFO,修改 设备基本信息,AZIMUTH,AZIMUTH,Azimuth,Device.DeviceInfo.AntennaInfo.Azimuth,INT,READ_WRITE,设备信息参数管理,小区服务参数管理（总体）,更新,其他分组已有/不在设备信息范围，从设备信息组删除,天线/射频字段映射到小区服务物理层参数
MOD DEVICE_INFO,修改 设备基本信息,AZIMUTH2,AZIMUTH2,Azimuth2,Device.DeviceInfo.AntennaInfo.Azimuth2,INT,READ_WRITE,设备信息参数管理,小区服务参数管理（总体）,更新,其他分组已有/不在设备信息范围，从设备信息组删除,天线/射频字段映射到小区服务物理层参数
MOD DEVICE_INFO,修改 设备基本信息,AZIMUTH3,AZIMUTH3,Azimuth3,Device.DeviceInfo.AntennaInfo.Azimuth3,INT,READ_WRITE,设备信息参数管理,小区服务参数管理（总体）,更新,其他分组已有/不在设备信息范围，从设备信息组删除,天线/射频字段映射到小区服务物理层参数
MOD DEVICE_INFO,修改 设备基本信息,BEAMWIDTH,BEAMWIDTH,Beamwidth,Device.DeviceInfo.AntennaInfo.Beamwidth,INT,READ_WRITE,设备信息参数管理,小区服务参数管理（总体）,更新,其他分组已有/不在设备信息范围，从设备信息组删除,天线/射频字段映射到小区服务物理层参数
MOD DEVICE_INFO,修改 设备基本信息,BEAMWIDTH2,BEAMWIDTH2,Beamwidth2,Device.DeviceInfo.AntennaInfo.Beamwidth2,INT,READ_WRITE,设备信息参数管理,小区服务参数管理（总体）,更新,其他分组已有/不在设备信息范围，从设备信息组删除,天线/射频字段映射到小区服务物理层参数
MOD DEVICE_INFO,修改 设备基本信息,BEAMWIDTH3,BEAMWIDTH3,Beamwidth3,Device.DeviceInfo.AntennaInfo.Beamwidth3,INT,READ_WRITE,设备信息参数管理,小区服务参数管理（总体）,更新,其他分组已有/不在设备信息范围，从设备信息组删除,天线/射频字段映射到小区服务物理层参数
MOD DEVICE_INFO,修改 设备基本信息,DOWNTILT,DOWNTILT,Downtilt,Device.DeviceInfo.AntennaInfo.Downtilt,INT,READ_WRITE,设备信息参数管理,小区服务参数管理（总体）,更新,其他分组已有/不在设备信息范围，从设备信息组删除,天线/射频字段映射到小区服务物理层参数
MOD DEVICE_INFO,修改 设备基本信息,DOWNTILT2,DOWNTILT2,Downtilt2,Device.DeviceInfo.AntennaInfo.Downtilt2,INT,READ_WRITE,设备信息参数管理,小区服务参数管理（总体）,更新,其他分组已有/不在设备信息范围，从设备信息组删除,天线/射频字段映射到小区服务物理层参数
MOD DEVICE_INFO,修改 设备基本信息,DOWNTILT3,DOWNTILT3,Downtilt3,Device.DeviceInfo.AntennaInfo.Downtilt3,INT,READ_WRITE,设备信息参数管理,小区服务参数管理（总体）,更新,其他分组已有/不在设备信息范围，从设备信息组删除,天线/射频字段映射到小区服务物理层参数
MOD DEVICE_INFO,修改 设备基本信息,GAIN,GAIN,Gain,Device.DeviceInfo.AntennaInfo.Gain,INT,READ_WRITE,设备信息参数管理,小区服务参数管理（总体）,更新,其他分组已有/不在设备信息范围，从设备信息组删除,天线/射频字段映射到小区服务物理层参数
MOD DEVICE_INFO,修改 设备基本信息,GAIN2,GAIN2,Gain2,Device.DeviceInfo.AntennaInfo.Gain2,INT,READ_WRITE,设备信息参数管理,小区服务参数管理（总体）,更新,其他分组已有/不在设备信息范围，从设备信息组删除,天线/射频字段映射到小区服务物理层参数
MOD DEVICE_INFO,修改 设备基本信息,GAIN3,GAIN3,Gain3,Device.DeviceInfo.AntennaInfo.Gain3,INT,READ_WRITE,设备信息参数管理,小区服务参数管理（总体）,更新,其他分组已有/不在设备信息范围，从设备信息组删除,天线/射频字段映射到小区服务物理层参数
MOD DEVICE_INFO,修改 设备基本信息,HEIGHT,HEIGHT,Height,Device.DeviceInfo.AntennaInfo.Height,U_INT,READ_WRITE,设备信息参数管理,小区服务参数管理（总体）,更新,其他分组已有/不在设备信息范围，从设备信息组删除,天线/射频字段映射到小区服务物理层参数
MOD DEVICE_INFO,修改 设备基本信息,HEIGHT2,HEIGHT2,Height2,Device.DeviceInfo.AntennaInfo.Height2,U_INT,READ_WRITE,设备信息参数管理,小区服务参数管理（总体）,更新,其他分组已有/不在设备信息范围，从设备信息组删除,天线/射频字段映射到小区服务物理层参数
MOD DEVICE_INFO,修改 设备基本信息,HEIGHT3,HEIGHT3,Height3,Device.DeviceInfo.AntennaInfo.Height3,U_INT,READ_WRITE,设备信息参数管理,小区服务参数管理（总体）,更新,其他分组已有/不在设备信息范围，从设备信息组删除,天线/射频字段映射到小区服务物理层参数
MOD DEVICE_INFO,修改 设备基本信息,HEIGHT_TYPE,HEIGHT_TYPE,Height Type,Device.DeviceInfo.AntennaInfo.HeightType,STRING,READ_WRITE,设备信息参数管理,小区服务参数管理（总体）,更新,其他分组已有/不在设备信息范围，从设备信息组删除,天线/射频字段映射到小区服务物理层参数
MOD DEVICE_INFO,修改 设备基本信息,HEIGHT_TYPE2,HEIGHT_TYPE2,Height Type2,Device.DeviceInfo.AntennaInfo.HeightType2,STRING,READ_ONLY,设备信息参数管理,小区服务参数管理（总体）,更新,其他分组已有/不在设备信息范围，从设备信息组删除,天线/射频字段映射到小区服务物理层参数
MOD DEVICE_INFO,修改 设备基本信息,HEIGHT_TYPE3,HEIGHT_TYPE3,Height Type3,Device.DeviceInfo.AntennaInfo.HeightType3,STRING,READ_ONLY,设备信息参数管理,小区服务参数管理（总体）,更新,其他分组已有/不在设备信息范围，从设备信息组删除,天线/射频字段映射到小区服务物理层参数
MOD DEVICE_INFO,修改 设备基本信息,CURRENT_ARFCN,CURRENT_ARFCN,Current Arfcn,Device.DeviceInfo.BTS.CurrentArfcn,STRING,READ_ONLY,设备信息参数管理,DeviceGSM,更新,其他分组已有/不在设备信息范围，从设备信息组删除,GSM/BTS字段映射到DeviceGSM
MOD DEVICE_INFO,修改 设备基本信息,CURRENT_LAC,CURRENT_LAC,Current Lac,Device.DeviceInfo.BTS.CurrentLac,STRING,READ_ONLY,设备信息参数管理,DeviceGSM,更新,其他分组已有/不在设备信息范围，从设备信息组删除,GSM/BTS字段映射到DeviceGSM
MOD DEVICE_INFO,修改 设备基本信息,MODEL,MODEL,Model,Device.DeviceInfo.CellConfig.{i}.AntennaInfo.Model,STRING,READ_WRITE,设备信息参数管理,小区服务参数管理（总体）,更新,其他分组已有/不在设备信息范围，从设备信息组删除,天线/射频字段映射到小区服务物理层参数
MOD DEVICE_INFO,修改 设备基本信息,DNS_CONFIG_IPMODE,DNS_CONFIG_IPMODE,DNS CONFIG IPMODE,Device.DeviceInfo.DNS_CONFIG_IPMODE,STRING,READ_WRITE,设备信息参数管理,WAN口配置参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,南向WAN/路由/DNS/接口字段映射到标准WAN口配置参数管理
MOD DEVICE_INFO,修改 设备基本信息,ALARM_EVENT_95e501d9,ALARM_EVENT,Alarm Event,Device.DeviceInfo.EU.{i}.AlarmEvent,U_INT,READ_ONLY,设备信息参数管理,扩展型皮站-扩展单元（EU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,按EU对象层级映射到标准EU参数管理
MOD DEVICE_INFO,修改 设备基本信息,DLCRCSUM_ff2beab0,DLCRCSUM,Dlcrcsum,Device.DeviceInfo.EU.{i}.DLCRCSum,STRING,READ_ONLY,设备信息参数管理,扩展型皮站-扩展单元（EU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,标准匹配：Device.DeviceInfo.EU.{i}.DLCRCSum -> Device.DeviceInfo.MU.{i}.Slot.{i}.EU.{i}.DLCRCSum
MOD DEVICE_INFO,修改 设备基本信息,HARDWARE_VERSION_34469a66,HARDWARE_VERSION,Hardware Version,Device.DeviceInfo.EU.{i}.HardwareVersion,STRING,READ_ONLY,设备信息参数管理,扩展型皮站-扩展单元（EU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,标准匹配：Device.DeviceInfo.EU.{i}.HardwareVersion -> Device.DeviceInfo.MU.{i}.Slot.{i}.EU.{i}.HardwareVersion
MOD DEVICE_INFO,修改 设备基本信息,HOP_056eeb05,HOP,Hop,Device.DeviceInfo.EU.{i}.Hop,STRING,READ_ONLY,设备信息参数管理,扩展型皮站-扩展单元（EU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,按EU对象层级映射到标准EU参数管理
MOD DEVICE_INFO,修改 设备基本信息,IP_ADDRESS_12f0793c,IP_ADDRESS,Ip Address,Device.DeviceInfo.EU.{i}.IpAddress,STRING,READ_ONLY,设备信息参数管理,扩展型皮站-扩展单元（EU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,按EU对象层级映射到标准EU参数管理
MOD DEVICE_INFO,修改 设备基本信息,MAC_51d9acec,MAC,Mac,Device.DeviceInfo.EU.{i}.Mac,STRING,READ_ONLY,设备信息参数管理,扩展型皮站-扩展单元（EU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,按EU对象层级映射到标准EU参数管理
MOD DEVICE_INFO,修改 设备基本信息,MODEL_NAME_8c5cfcdf,MODEL_NAME,Model Name,Device.DeviceInfo.EU.{i}.ModelName,STRING,READ_ONLY,设备信息参数管理,扩展型皮站-扩展单元（EU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,标准匹配：Device.DeviceInfo.EU.{i}.ModelName -> Device.DeviceInfo.MU.{i}.Slot.{i}.EU.{i}.ModelName
MOD DEVICE_INFO,修改 设备基本信息,ALARM_EVENT_c0f96de5,ALARM_EVENT,Alarm Event,Device.DeviceInfo.EU.{i}.RU.{i}.AlarmEvent,U_INT,READ_ONLY,设备信息参数管理,扩展型皮站-远端单元（RU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,按RU对象层级映射到标准RU参数管理
MOD DEVICE_INFO,修改 设备基本信息,DLCRCSUM_09a4fe48,DLCRCSUM,Dlcrcsum,Device.DeviceInfo.EU.{i}.RU.{i}.DLCRCSum,STRING,READ_ONLY,设备信息参数管理,扩展型皮站-远端单元（RU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,按RU对象层级映射到标准RU参数管理
MOD DEVICE_INFO,修改 设备基本信息,DISTANCE,DISTANCE,Distance,Device.DeviceInfo.EU.{i}.RU.{i}.Distance,STRING,READ_ONLY,设备信息参数管理,扩展型皮站-远端单元（RU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,按RU对象层级映射到标准RU参数管理
MOD DEVICE_INFO,修改 设备基本信息,HARDWARE_VERSION_a3283ff0,HARDWARE_VERSION,Hardware Version,Device.DeviceInfo.EU.{i}.RU.{i}.HardwareVersion,STRING,READ_ONLY,设备信息参数管理,扩展型皮站-远端单元（RU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,标准匹配：Device.DeviceInfo.EU.{i}.RU.{i}.HardwareVersion -> Device.DeviceInfo.MU.{i}.Slot.{i}.EU.{i}.RU.{i}.HardwareVersion
MOD DEVICE_INFO,修改 设备基本信息,HOP_07bff108,HOP,Hop,Device.DeviceInfo.EU.{i}.RU.{i}.Hop,U_INT,READ_ONLY,设备信息参数管理,扩展型皮站-远端单元（RU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,按RU对象层级映射到标准RU参数管理
MOD DEVICE_INFO,修改 设备基本信息,IP_ADDRESS_3fe22a1a,IP_ADDRESS,Ip Address,Device.DeviceInfo.EU.{i}.RU.{i}.IpAddress,STRING,READ_ONLY,设备信息参数管理,扩展型皮站-远端单元（RU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,按RU对象层级映射到标准RU参数管理
MOD DEVICE_INFO,修改 设备基本信息,ECI,ECI,Eci,Device.DeviceInfo.EU.{i}.RU.{i}.LTECell.{i}.ECI,U_INT,READ_WRITE,设备信息参数管理,扩展型皮站-远端单元（RU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,按RU对象层级映射到标准RU参数管理
MOD DEVICE_INFO,修改 设备基本信息,MAC_6be0ce12,MAC,Mac,Device.DeviceInfo.EU.{i}.RU.{i}.Mac,STRING,READ_ONLY,设备信息参数管理,扩展型皮站-远端单元（RU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,按RU对象层级映射到标准RU参数管理
MOD DEVICE_INFO,修改 设备基本信息,MAX_TX_POWER_8f4f5906,MAX_TX_POWER,Max Tx Power,Device.DeviceInfo.EU.{i}.RU.{i}.MaxTxPower,U_INT,READ_WRITE,设备信息参数管理,扩展型皮站-远端单元（RU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,按RU对象层级映射到标准RU参数管理
MOD DEVICE_INFO,修改 设备基本信息,MODEL_NAME_57aeaf04,MODEL_NAME,Model Name,Device.DeviceInfo.EU.{i}.RU.{i}.ModelName,STRING,READ_ONLY,设备信息参数管理,扩展型皮站-远端单元（RU）参数管理,更新,其他分组已有/不在设备信息范围，从设备信息组删除,标准匹配：Device.DeviceInfo.EU.{i}.RU.{i}.ModelName -> Device.DeviceInfo.MU.{i}.Slot.{i}.EU.{i}.RU.{i}.ModelName
