path,current_db_match,match_kind,confidence,chapter_code,chapter_name,command_name,command_code,operation_type,matched_object_prefix,matched_command_count,matched_commands,reason
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.DedicatedCtlResourceSet.{i},yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.EnergySaveParam.EnergySavingDelayTime,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.EnergySaveParam.EnergySavingTime,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.EnergySaveParam.EnergySavingType,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.EnergySaveParam.PrbLowThreshold,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.EnergySaveParam.PrbReportPeriod,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.EnergySaveParam.RRCLowThreshold,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.FrequencyInfoDLSIB.OffsetToPointA,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.CA.PARAMS.CARRIER_MODE,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.CA.PARAMS.NumOfCells,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.PDCCHConfigCommon.ControlResourceSetZero,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.PDCCHConfigCommon.PagingSearchSpace,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.PDCCHConfigCommon.RaSearchSpace,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.PDCCHConfigCommon.SearchSpaceOtherSystemInformation,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.PDCCHConfigCommon.SearchSpaceSIB1,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.PDCCHConfigCommon.SearchSpaceZero,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDSCH.PDSCHDedicatedTimeDomainResourceAllocationList.{i},yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDSCH.PDSCHTimeDomainResourceAllocationList.{i},yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDschConfig.DmrsAdditionalPosition,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDschConfig.MaxMimoLayer,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDschConfig.McsTable,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.QOS.{i},yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PowerMaxLimit,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PowerMinLimit,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PowerModify,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.rftxEnable,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RF.AdminCellState,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RF.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RF.EnbCellType,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RF.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RF.ForceRadioEnable,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RF.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RF.LteCellWithRuList,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RF.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RF.X_COM_MaxTxPowerExpanded,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RF.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RF.X_COM_RadioEnable,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RF.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.RF.NRARFCNDL,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.RF.NRARFCNUL,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.RF.PhyCellID,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.RF.SsbFrequency,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RRCTimers.T304,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RRCTimers.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RRCTimers.T319,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RRCTimers.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.FrequencyInfoDLSIB.ScsSpecificCarrierList.{i}.SCSSpecificCarrier.CarrierBandwidth,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.FrequencyInfoDLSIB.ScsSpecificCarrierList.{i}.SCSSpecificCarrier.SubcarrierSpacing,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.FrequencyInfoULSIB.ScsSpecificCarrierList.{i}.SCSSpecificCarrier.CarrierBandwidth,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.FrequencyInfoULSIB.ScsSpecificCarrierList.{i}.SCSSpecificCarrier.SubcarrierSpacing,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.SSB.SsbSubcarrierOffset,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.nrofCandidates.AggregationLevel1,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.nrofCandidates.AggregationLevel16,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.nrofCandidates.AggregationLevel2,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.nrofCandidates.AggregationLevel4,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.nrofCandidates.AggregationLevel8,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern1.DlULTransmissionPeriodicity,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern1.NrofDownlinkSlots,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern1.NrofDownlinkSymbols,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern1.NrofUplinkSlots,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern1.NrofUplinkSymbols,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern2.DlULTransmissionPeriodicity,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern2.NrofDownlinkSlots,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern2.NrofDownlinkSymbols,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern2.NrofUplinkSlots,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern2.NrofUplinkSymbols,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.Bandwidth,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.CyclicPrefix,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.DlBWPId,yes,object_prefix_current_command_node,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,LST FAP_SERVICE,LST,Device.Services.FAPService.{i}.,2,LST LST FAP_SERVICE FAP 载波基本配置; MOD MOD FAP_SERVICE FAP 载波基本配置,当前命令节点已有相同对象前缀，可作为该 path 的现成命令节点归属
