path,strict_mml_tree_match,strict_match_level,strict_reason,rematch_decision,rematch_confidence,matched_chapter_code,matched_chapter_name,matched_group_name,matched_object_path,matched_group_code,match_source_type,match_source_file,old_target_chapter_code,old_target_chapter_name,old_target_node_name,old_target_object_path,access,data_type
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RF.EnbCellType,yes,direct_existing_mml_group,同 target_group_code 已有 MML 参数，属于当前参数树分组,YES_SAME_EXISTING_GROUP_CODE,high,SH,RAN协议栈参数,RF,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RF.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_RF,existing_mml_group_code_from_analysis,omcgo/data/model-library/standard-params-to-mml-tree-analysis-20260703.detail.csv,SH,RAN协议栈参数,RF,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RF.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RF.ForceRadioEnable,yes,direct_existing_mml_group,同 target_group_code 已有 MML 参数，属于当前参数树分组,YES_SAME_EXISTING_GROUP_CODE,high,SH,RAN协议栈参数,RF,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RF.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_RF,existing_mml_group_code_from_analysis,omcgo/data/model-library/standard-params-to-mml-tree-analysis-20260703.detail.csv,SH,RAN协议栈参数,RF,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RF.,READ_WRITE,BOOLEAN
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RF.LteCellWithRuList,yes,direct_existing_mml_group,同 target_group_code 已有 MML 参数，属于当前参数树分组,YES_SAME_EXISTING_GROUP_CODE,high,SH,RAN协议栈参数,RF,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RF.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_RF,existing_mml_group_code_from_analysis,omcgo/data/model-library/standard-params-to-mml-tree-analysis-20260703.detail.csv,SH,RAN协议栈参数,RF,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RF.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RF.X_COM_MaxTxPowerExpanded,yes,direct_existing_mml_group,同 target_group_code 已有 MML 参数，属于当前参数树分组,YES_SAME_EXISTING_GROUP_CODE,high,SH,RAN协议栈参数,RF,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RF.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_RF,existing_mml_group_code_from_analysis,omcgo/data/model-library/standard-params-to-mml-tree-analysis-20260703.detail.csv,SH,RAN协议栈参数,RF,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RF.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RF.X_COM_RadioEnable,yes,direct_existing_mml_group,同 target_group_code 已有 MML 参数，属于当前参数树分组,YES_SAME_EXISTING_GROUP_CODE,high,SH,RAN协议栈参数,RF,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RF.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_RF,existing_mml_group_code_from_analysis,omcgo/data/model-library/standard-params-to-mml-tree-analysis-20260703.detail.csv,SH,RAN协议栈参数,RF,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RF.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.RF.NRARFCNDL,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,小区参数,,gnb-cell,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BaiBNQ.xml#gnb-cell:小区参数(NRARFCNDL),SH,RAN协议栈参数,RF,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.RF.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.RF.NRARFCNUL,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,小区参数,,gnb-cell,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BaiBNQ.xml#gnb-cell:小区参数(NRARFCNUL),SH,RAN协议栈参数,RF,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.RF.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.RF.PhyCellID,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,小区参数,,gnb-cell,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BaiBNQ.xml#gnb-cell:小区参数(PCI),SH,RAN协议栈参数,RF,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.RF.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.RF.SsbFrequency,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SH,RAN协议栈参数,RF,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.RF.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RRCTimers.T304,yes,direct_existing_mml_group,同 target_group_code 已有 MML 参数，属于当前参数树分组,YES_SAME_EXISTING_GROUP_CODE,high,SH,RAN协议栈参数,RRCTimers,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RRCTimers.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_RRCTIMERS,existing_mml_group_code_from_analysis,omcgo/data/model-library/standard-params-to-mml-tree-analysis-20260703.detail.csv,SH,RAN协议栈参数,RRCTimers,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RRCTimers.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RRCTimers.T319,yes,direct_existing_mml_group,同 target_group_code 已有 MML 参数，属于当前参数树分组,YES_SAME_EXISTING_GROUP_CODE,high,SH,RAN协议栈参数,RRCTimers,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RRCTimers.,DEVICE_SERVICES_FAPSERVICE_CELLCONFIG_LTE_RAN_RRCTIMERS,existing_mml_group_code_from_analysis,omcgo/data/model-library/standard-params-to-mml-tree-analysis-20260703.detail.csv,SH,RAN协议栈参数,RRCTimers,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.RRCTimers.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.FrequencyInfoDLSIB.ScsSpecificCarrierList.{i}.SCSSpecificCarrier.CarrierBandwidth,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,小区参数,,gnb-cell,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BaiBNQ.xml#gnb-cell:小区参数(DLCarrierBandWidth),SH,RAN协议栈参数,SCSSpecificCarrier,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.FrequencyInfoDLSIB.ScsSpecificCarrierList.{i}.SCSSpecificCarrier.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.FrequencyInfoDLSIB.ScsSpecificCarrierList.{i}.SCSSpecificCarrier.SubcarrierSpacing,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,小区参数,,gnb-cell,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BaiBNQ.xml#gnb-cell:小区参数(DLSubCarrierSpacing),SH,RAN协议栈参数,SCSSpecificCarrier,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.FrequencyInfoDLSIB.ScsSpecificCarrierList.{i}.SCSSpecificCarrier.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.FrequencyInfoULSIB.ScsSpecificCarrierList.{i}.SCSSpecificCarrier.CarrierBandwidth,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,小区参数,,gnb-cell,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BaiBNQ.xml#gnb-cell:小区参数(ULCarrierBandWidth),SH,RAN协议栈参数,SCSSpecificCarrier,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.FrequencyInfoULSIB.ScsSpecificCarrierList.{i}.SCSSpecificCarrier.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.FrequencyInfoULSIB.ScsSpecificCarrierList.{i}.SCSSpecificCarrier.SubcarrierSpacing,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,小区参数,,gnb-cell,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BaiBNQ.xml#gnb-cell:小区参数(ULSubCarrierSpacing),SH,RAN协议栈参数,SCSSpecificCarrier,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.FrequencyInfoULSIB.ScsSpecificCarrierList.{i}.SCSSpecificCarrier.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.SSB.SsbSubcarrierOffset,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,小区参数,,gnb-cell,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BaiBNQ.xml#gnb-cell:小区参数(SsbSubcarrierOffset),SH,RAN协议栈参数,SSB,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.SSB.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.nrofCandidates.AggregationLevel1,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SH,RAN协议栈参数,nrofCandidates,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.nrofCandidates.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.nrofCandidates.AggregationLevel16,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SH,RAN协议栈参数,nrofCandidates,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.nrofCandidates.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.nrofCandidates.AggregationLevel2,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SH,RAN协议栈参数,nrofCandidates,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.nrofCandidates.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.nrofCandidates.AggregationLevel4,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SH,RAN协议栈参数,nrofCandidates,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.nrofCandidates.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.nrofCandidates.AggregationLevel8,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SH,RAN协议栈参数,nrofCandidates,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.nrofCandidates.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern1.DlULTransmissionPeriodicity,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,TDD 配置,,gnb-tdd,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BaiBNQ.xml#gnb-tdd:TDD 配置(DlULTransmissionPeriodicity),SH,RAN协议栈参数,pattern1,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern1.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern1.NrofDownlinkSlots,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,TDD 配置,,gnb-tdd,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BaiBNQ.xml#gnb-tdd:TDD 配置(NrofDownlinkSlots),SH,RAN协议栈参数,pattern1,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern1.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern1.NrofDownlinkSymbols,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,TDD 配置,,gnb-tdd,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BaiBNQ.xml#gnb-tdd:TDD 配置(NrofDownlinkSymbols),SH,RAN协议栈参数,pattern1,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern1.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern1.NrofUplinkSlots,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,TDD 配置,,gnb-tdd,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BaiBNQ.xml#gnb-tdd:TDD 配置(NrofUplinkSlots),SH,RAN协议栈参数,pattern1,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern1.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern1.NrofUplinkSymbols,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,TDD 配置,,gnb-tdd,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BaiBNQ.xml#gnb-tdd:TDD 配置(NrofUplinkSymbols),SH,RAN协议栈参数,pattern1,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern1.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern2.DlULTransmissionPeriodicity,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,TDD 配置,,gnb-tdd,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BaiBNQ.xml#gnb-tdd:TDD 配置(Pat2DlULTransmissionPeriodicity),SH,RAN协议栈参数,pattern2,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern2.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern2.NrofDownlinkSlots,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,TDD 配置,,gnb-tdd,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BaiBNQ.xml#gnb-tdd:TDD 配置(Pat2NrofDownlinkSlots),SH,RAN协议栈参数,pattern2,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern2.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern2.NrofDownlinkSymbols,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,TDD 配置,,gnb-tdd,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BaiBNQ.xml#gnb-tdd:TDD 配置(Pat2NrofDownlinkSymbols),SH,RAN协议栈参数,pattern2,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern2.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern2.NrofUplinkSlots,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,TDD 配置,,gnb-tdd,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BaiBNQ.xml#gnb-tdd:TDD 配置(Pat2NrofUplinkSlots),SH,RAN协议栈参数,pattern2,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern2.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern2.NrofUplinkSymbols,no,not_mml_tree_quicksettings_only,只命中 quicksettings XML，quicksettings 不是 MML 配置参数树数据源,YES_QUICKSETTINGS_XML_GROUP,high,,,TDD 配置,,gnb-tdd,quicksettings_xml_exact_standardPath,omcgo/data/quicksettings/BaiBNQ.xml#gnb-tdd:TDD 配置(Pat2NrofUplinkSymbols),SH,RAN协议栈参数,pattern2,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.TddULDLConfigurationCommon.pattern2.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.Bandwidth,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.CyclicPrefix,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.DlBWPId,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.InitDlMcs,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.MaxDlUeToBeScheduledInSlot,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.ControlResourceSetId,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.DciFormat00And10En,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.Duration,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.,READ_WRITE,STRING
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.MonitoringSlotOffset,yes,existing_mml_parent_object_group,命中 mmlstandardloader seed/catalog 的现有 object_path 分组；加入 sub_field 后可显示在当前参数树,YES_EXISTING_JSON_PARENT_GROUP,medium,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,SH,RAN协议栈参数,{i},Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i}.,READ_WRITE,STRING
