standard_path,link_count,command_count,operation_types,chapter_codes,command_codes,group_codes,description
Device.IPsec.MyKeyMode,2,2,"LST,MOD",SM,LST I_PSEC; MOD I_PSEC,chapter:SM,鉴权方式
Device.LogMgmt.Password,2,2,"LST,MOD",SE,LST LOG_MGMT; MOD LOG_MGMT,chapter:SE,日志管理密码
Device.LogMgmt.PeriodicUploadEnable,2,2,"LST,MOD",SE,LST LOG_MGMT; MOD LOG_MGMT,chapter:SE,日志周期上传使能开关
Device.LogMgmt.PeriodicUploadInterval,2,2,"LST,MOD",SE,LST LOG_MGMT; MOD LOG_MGMT,chapter:SE,日志周期上传时间间隔
Device.LogMgmt.URL,2,2,"LST,MOD",SE,LST LOG_MGMT; MOD LOG_MGMT,chapter:SE,日志上传URL
Device.LogMgmt.Username,2,2,"LST,MOD",SE,LST LOG_MGMT; MOD LOG_MGMT,chapter:SE,日志管理用户名
Device.ManagementServer.ConnectionRequestPassword,2,2,"LST,MOD",SC,LST MANAGEMENT_SERVER; MOD MANAGEMENT_SERVER,chapter:SC,连接请求密码
Device.ManagementServer.ConnectionRequestUsername,2,2,"LST,MOD",SC,LST MANAGEMENT_SERVER; MOD MANAGEMENT_SERVER,chapter:SC,连接请求用户名
Device.ManagementServer.Password,2,2,"LST,MOD",SC,LST MANAGEMENT_SERVER; MOD MANAGEMENT_SERVER,chapter:SC,连接密码
Device.ManagementServer.PeriodicInformEnable,2,2,"LST,MOD",SC,LST MANAGEMENT_SERVER; MOD MANAGEMENT_SERVER,chapter:SC,连接使能开关
Device.ManagementServer.PeriodicInformInterval,2,2,"LST,MOD",SC,LST MANAGEMENT_SERVER; MOD MANAGEMENT_SERVER,chapter:SC,周期上报时间间隔
Device.ManagementServer.PeriodicInformTime,2,2,"LST,MOD",SC,LST MANAGEMENT_SERVER; MOD MANAGEMENT_SERVER,chapter:SC,上报周期
Device.ManagementServer.STUNEnable,2,2,"LST,MOD",SC,LST MANAGEMENT_SERVER; MOD MANAGEMENT_SERVER,chapter:SC,STUN使能开关
Device.ManagementServer.STUNMaximumKeepAlivePeriod,2,2,"LST,MOD",SC,LST MANAGEMENT_SERVER; MOD MANAGEMENT_SERVER,chapter:SC,STUN最大生存周期
Device.ManagementServer.STUNMinimumKeepAlivePeriod,2,2,"LST,MOD",SC,LST MANAGEMENT_SERVER; MOD MANAGEMENT_SERVER,chapter:SC,STUN最小生存周期
Device.ManagementServer.STUNPassword,2,2,"LST,MOD",SC,LST MANAGEMENT_SERVER; MOD MANAGEMENT_SERVER,chapter:SC,STUN密码
Device.ManagementServer.STUNServerAddress,2,2,"LST,MOD",SC,LST MANAGEMENT_SERVER; MOD MANAGEMENT_SERVER,chapter:SC,STUN服务器地址
Device.ManagementServer.STUNServerPort,2,2,"LST,MOD",SC,LST MANAGEMENT_SERVER; MOD MANAGEMENT_SERVER,chapter:SC,STUN服务器端口
Device.ManagementServer.STUNUsername,2,2,"LST,MOD",SC,LST MANAGEMENT_SERVER; MOD MANAGEMENT_SERVER,chapter:SC,STUN用户名
Device.ManagementServer.URL,2,2,"LST,MOD",SC,LST MANAGEMENT_SERVER; MOD MANAGEMENT_SERVER,chapter:SC,网管服务器URL
Device.ManagementServer.Username,2,2,"LST,MOD",SC,LST MANAGEMENT_SERVER; MOD MANAGEMENT_SERVER,chapter:SC,连接用户名
Device.ManagementServer.X_COM_tr069_port,2,2,"LST,MOD",SC,LST MANAGEMENT_SERVER; MOD MANAGEMENT_SERVER,chapter:SC,
Device.ManagementServer.tfcsManagerPrimsrc,2,2,"LST,MOD",SC,LST MANAGEMENT_SERVER; MOD MANAGEMENT_SERVER,chapter:SC,
Device.ManagementServer.tfcsSyncState,2,2,"LST,MOD",SC,LST MANAGEMENT_SERVER; MOD MANAGEMENT_SERVER,chapter:SC,
Device.Services.FAPControl.LTE.AdminState,2,2,"LST,MOD",SF,LST FAP_CONTROL_LTE; MOD FAP_CONTROL_LTE,chapter:SF,
Device.Services.FAPControl.LTE.Gateway.AGPort1,2,2,"LST,MOD",SF,LST LTE_GATEWAY; MOD LTE_GATEWAY,chapter:SF,
Device.Services.FAPControl.LTE.Gateway.AGPort2,2,2,"LST,MOD",SF,LST LTE_GATEWAY; MOD LTE_GATEWAY,chapter:SF,
Device.Services.FAPControl.LTE.Gateway.AGPort3,2,2,"LST,MOD",SF,LST LTE_GATEWAY; MOD LTE_GATEWAY,chapter:SF,
Device.Services.FAPControl.LTE.Gateway.AGServerEnable,2,2,"LST,MOD",SF,LST LTE_GATEWAY; MOD LTE_GATEWAY,chapter:SF,
Device.Services.FAPControl.LTE.Gateway.AGServerIp1,2,2,"LST,MOD",SF,LST LTE_GATEWAY; MOD LTE_GATEWAY,chapter:SF,
Device.Services.FAPControl.LTE.Gateway.AGServerIp2,2,2,"LST,MOD",SF,LST LTE_GATEWAY; MOD LTE_GATEWAY,chapter:SF,
Device.Services.FAPControl.LTE.Gateway.AGServerIp3,2,2,"LST,MOD",SF,LST LTE_GATEWAY; MOD LTE_GATEWAY,chapter:SF,
Device.Services.FAPControl.LTE.Gateway.SecGWServer1,2,2,"LST,MOD",SF,LST LTE_GATEWAY; MOD LTE_GATEWAY,chapter:SF,
Device.Services.FAPControl.LTE.Gateway.SecGWServer2,2,2,"LST,MOD",SF,LST LTE_GATEWAY; MOD LTE_GATEWAY,chapter:SF,
Device.Services.FAPControl.LTE.Gateway.SecGWServer3,2,2,"LST,MOD",SF,LST LTE_GATEWAY; MOD LTE_GATEWAY,chapter:SF,
Device.Services.FAPControl.LTE.MmePoolConfigParam.{i}.MMEIp1,2,2,"LST,MOD",SF,LST LTE_MME_POOL_CONFIG_PARAM; MOD LTE_MME_POOL_CONFIG_PARAM,chapter:SF,
Device.Services.FAPControl.LTE.MmePoolConfigParam.{i}.MMEIp2,2,2,"LST,MOD",SF,LST LTE_MME_POOL_CONFIG_PARAM; MOD LTE_MME_POOL_CONFIG_PARAM,chapter:SF,
Device.Services.FAPControl.Transport.SCTP.Enable,2,2,"LST,MOD",SG,LST TRANSPORT_SCTP; MOD TRANSPORT_SCTP,chapter:SG,
Device.Services.FAPControl.Transport.SCTP.HBInterval,2,2,"LST,MOD",SG,LST TRANSPORT_SCTP; MOD TRANSPORT_SCTP,chapter:SG,
Device.Services.FAPControl.Transport.SCTP.MaxAssociationRetransmits,2,2,"LST,MOD",SG,LST TRANSPORT_SCTP; MOD TRANSPORT_SCTP,chapter:SG,
Device.Services.FAPControl.Transport.SCTP.MaxInitRetransmits,2,2,"LST,MOD",SG,LST TRANSPORT_SCTP; MOD TRANSPORT_SCTP,chapter:SG,
Device.Services.FAPControl.Transport.SCTP.MaxPathRetransmits,2,2,"LST,MOD",SG,LST TRANSPORT_SCTP; MOD TRANSPORT_SCTP,chapter:SG,
Device.Services.FAPControl.Transport.SCTP.RTOInitial,2,2,"LST,MOD",SG,LST TRANSPORT_SCTP; MOD TRANSPORT_SCTP,chapter:SG,
Device.Services.FAPControl.Transport.SCTP.RTOMax,2,2,"LST,MOD",SG,LST TRANSPORT_SCTP; MOD TRANSPORT_SCTP,chapter:SG,
Device.Services.FAPControl.Transport.SCTP.RTOMin,2,2,"LST,MOD",SG,LST TRANSPORT_SCTP; MOD TRANSPORT_SCTP,chapter:SG,
Device.Services.FAPControl.Transport.SCTP.ValCookieLife,2,2,"LST,MOD",SG,LST TRANSPORT_SCTP; MOD TRANSPORT_SCTP,chapter:SG,
Device.Services.FAPControl.X2IpAddrMapInfo.{i}.EnbId,2,2,"LST,MOD",SF,LST X2_IP_ADDR_MAP_INFO; MOD X2_IP_ADDR_MAP_INFO,chapter:SF,
Device.Services.FAPControl.X2IpAddrMapInfo.{i}.EnbType,2,2,"LST,MOD",SF,LST X2_IP_ADDR_MAP_INFO; MOD X2_IP_ADDR_MAP_INFO,chapter:SF,
Device.Services.FAPControl.X2IpAddrMapInfo.{i}.PLMNID,2,2,"LST,MOD",SF,LST X2_IP_ADDR_MAP_INFO; MOD X2_IP_ADDR_MAP_INFO,chapter:SF,
Device.Services.FAPControl.X2IpAddrMapInfo.{i}.SubnetMask,2,2,"LST,MOD",SF,LST X2_IP_ADDR_MAP_INFO; MOD X2_IP_ADDR_MAP_INFO,chapter:SF,
Device.Services.FAPControl.X2IpAddrMapInfo.{i}.WanIpAddress,2,2,"LST,MOD",SF,LST X2_IP_ADDR_MAP_INFO; MOD X2_IP_ADDR_MAP_INFO,chapter:SF,
Device.Services.FAPService.{i}.Capabilities.LTE.NNSFSupported,2,2,"LST,MOD",SF,LST FAP_SERVICE_CAPABILITIES; MOD FAP_SERVICE_CAPABILITIES,chapter:SF,负载均衡参数
Device.Services.FAPService.{i}.CellConfig.Capabilities.LTE.UeInactiveTimer,2,2,"LST,MOD",SF,LST CELL_CONFIG_CAPABILITIES; MOD CELL_CONFIG_CAPABILITIES,chapter:SF,
Device.Services.FAPService.{i}.CellConfig.LTE.CAParam.CASwitchDl,2,2,"LST,MOD",SF,LST FAP_SERVICE; MOD FAP_SERVICE,chapter:SF,下行载波聚合功能开关
Device.Services.FAPService.{i}.CellConfig.LTE.CAParam.CASwitchUl,2,2,"LST,MOD",SF,LST FAP_SERVICE; MOD FAP_SERVICE,chapter:SF,上行载波聚合功能开关
Device.Services.FAPService.{i}.CellConfig.LTE.EPC.AllowedCipheringAlgorithmList,2,2,"LST,MOD",SF,LST LTE_EPC; MOD LTE_EPC,chapter:SF,
Device.Services.FAPService.{i}.CellConfig.LTE.EPC.AllowedIntegrityProtectionAlgorithmList,2,2,"LST,MOD",SF,LST LTE_EPC; MOD LTE_EPC,chapter:SF,
Device.Services.FAPService.{i}.CellConfig.LTE.EPC.EAID,2,2,"LST,MOD",SF,LST LTE_EPC; MOD LTE_EPC,chapter:SF,EPCEAID
Device.Services.FAPService.{i}.CellConfig.LTE.EPC.PLMNList.{i}.CellReservedForOperatorUse,2,2,"LST,MOD",SF,LST PLMN_LIST; MOD PLMN_LIST,chapter:SF,小区预留标识
Device.Services.FAPService.{i}.CellConfig.LTE.EPC.PLMNList.{i}.Enable,2,2,"LST,MOD",SF,LST PLMN_LIST; MOD PLMN_LIST,chapter:SF,
Device.Services.FAPService.{i}.CellConfig.LTE.EPC.PLMNList.{i}.IsPrimary,2,2,"LST,MOD",SF,LST PLMN_LIST; MOD PLMN_LIST,chapter:SF,
Device.Services.FAPService.{i}.CellConfig.LTE.EPC.PLMNList.{i}.PLMNID,2,2,"LST,MOD",SF,LST PLMN_LIST; MOD PLMN_LIST,chapter:SF,小区PLMNID
Device.Services.FAPService.{i}.CellConfig.LTE.EPC.TAC,2,2,"LST,MOD",SF,LST LTE_EPC; MOD LTE_EPC,chapter:SF,TAC
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.CellEnable.AdminState,2,2,"LST,MOD",SF,LST FAP_SERVICE; MOD FAP_SERVICE,chapter:SF,
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.CellRestriction.CellBarred,2,2,"LST,MOD",SF,LST FAP_SERVICE; MOD FAP_SERVICE,chapter:SF,小区闭塞
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Common.CellIdentity,2,2,"LST,MOD",SF,LST FAP_SERVICE; MOD FAP_SERVICE,chapter:SF,小区标识
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Common.EnbType,2,2,"LST,MOD",SF,LST FAP_SERVICE; MOD FAP_SERVICE,chapter:SF,基站类型
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.MAC.DRX.DRXEnabled,2,2,"LST,MOD",SH,LST RAN_MAC; MOD RAN_MAC,chapter:SH,DRX功能开关
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.MAC.DrxInitialParam.{i}.DRXInactivityTimer,2,2,"LST,MOD",SH,LST DRX_INITIAL_PARAM; MOD DRX_INITIAL_PARAM,chapter:SH,DRX非激活定时器
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.MAC.DrxInitialParam.{i}.DRXRetransmissionTimer,2,2,"LST,MOD",SH,LST DRX_INITIAL_PARAM; MOD DRX_INITIAL_PARAM,chapter:SH,DRX等待重传定时器
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.MAC.DrxInitialParam.{i}.DRXShortCycleTimer,2,2,"LST,MOD",SH,LST DRX_INITIAL_PARAM; MOD DRX_INITIAL_PARAM,chapter:SH,DRX短周期定时器
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.MAC.DrxInitialParam.{i}.LongDRXCycle,2,2,"LST,MOD",SH,LST DRX_INITIAL_PARAM; MOD DRX_INITIAL_PARAM,chapter:SH,DRX长周期
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.MAC.DrxInitialParam.{i}.ONDurationTimer,2,2,"LST,MOD",SH,LST DRX_INITIAL_PARAM; MOD DRX_INITIAL_PARAM,chapter:SH,DRX持续时间定时器
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.MAC.DrxInitialParam.{i}.ShortDRXCycle,2,2,"LST,MOD",SH,LST DRX_INITIAL_PARAM; MOD DRX_INITIAL_PARAM,chapter:SH,DRX短周期
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.MAC.RACH.ContentionResolutionTimer,2,2,"LST,MOD",SH,LST RAN_MAC; MOD RAN_MAC,chapter:SH,冲突解决定时器
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.MAC.RACH.MaxHARQMsg3Tx,2,2,"LST,MOD",SH,LST RAN_MAC; MOD RAN_MAC,chapter:SH,Msg3HARQ最大传输次数
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.MAC.RACH.MessagePowerOffsetGroupB,2,2,"LST,MOD",SH,LST RAN_MAC; MOD RAN_MAC,chapter:SH,组B功率补偿信息
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.MAC.RACH.MessageSizeGroupA,2,2,"LST,MOD",SH,LST RAN_MAC; MOD RAN_MAC,chapter:SH,组A信息大小
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.MAC.RACH.NumberOfRaPreambles,2,2,"LST,MOD",SH,LST RAN_MAC; MOD RAN_MAC,chapter:SH,竞争随机接入前导码数
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.MAC.RACH.PowerRampingStep,2,2,"LST,MOD",SH,LST RAN_MAC; MOD RAN_MAC,chapter:SH,功率增加补偿
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.MAC.RACH.PreambleInitialReceivedTargetPower,2,2,"LST,MOD",SH,LST RAN_MAC; MOD RAN_MAC,chapter:SH,前导码初始接收目标功率
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.MAC.RACH.PreambleTransMax,2,2,"LST,MOD",SH,LST RAN_MAC; MOD RAN_MAC,chapter:SH,最大随机接入次数
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.MAC.RACH.ResponseWindowSize,2,2,"LST,MOD",SH,LST RAN_MAC; MOD RAN_MAC,chapter:SH,随机接入响应窗口大小
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.MAC.RACH.SizeOfRaGroupA,2,2,"LST,MOD",SH,LST RAN_MAC; MOD RAN_MAC,chapter:SH,随机接入前导码组A大小
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.MAC.ULSCH.MaxHARQTx,2,2,"LST,MOD",SH,LST RAN_MAC; MOD RAN_MAC,chapter:SH,上行HARQ最大传输次数
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.MAC.ULSCH.MaxUePerUlSf,2,2,"LST,MOD",SH,LST RAN_MAC; MOD RAN_MAC,chapter:SH,上行单帧最大调度用户数
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.MAC.ULSCH.PeriodicBSRTimer,2,2,"LST,MOD",SH,LST RAN_MAC; MOD RAN_MAC,chapter:SH,周期性BSR定时器
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.MAC.ULSCH.RetxBSRTimer,2,2,"LST,MOD",SH,LST RAN_MAC; MOD RAN_MAC,chapter:SH,重传BSR定时器
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.MAC.ULSCH.TTIBundling,2,2,"LST,MOD",SH,LST RAN_MAC; MOD RAN_MAC,chapter:SH,TTI绑定功能开关
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.{i}.A1ThresholdRSRP,2,2,"LST,MOD",SJ,LST A1_MEASURE_CTRL; MOD A1_MEASURE_CTRL,chapter:SJ,A1事件RSRP门限
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.{i}.A1ThresholdRSRQ,2,2,"LST,MOD",SJ,LST A1_MEASURE_CTRL; MOD A1_MEASURE_CTRL,chapter:SJ,A1事件RSRQ门限
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.{i}.Enable,2,2,"LST,MOD",SJ,LST A1_MEASURE_CTRL; MOD A1_MEASURE_CTRL,chapter:SJ,使能开关
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.{i}.Hysteresis,2,2,"LST,MOD",SJ,LST A1_MEASURE_CTRL; MOD A1_MEASURE_CTRL,chapter:SJ,迟滞值
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.{i}.MaxReportCells,2,2,"LST,MOD",SJ,LST A1_MEASURE_CTRL; MOD A1_MEASURE_CTRL,chapter:SJ,最大上报小区数
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.{i}.ReportAmount,2,2,"LST,MOD",SJ,LST A1_MEASURE_CTRL; MOD A1_MEASURE_CTRL,chapter:SJ,上报次数
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.{i}.ReportInterval,2,2,"LST,MOD",SJ,LST A1_MEASURE_CTRL; MOD A1_MEASURE_CTRL,chapter:SJ,上报间隔
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.{i}.ReportQuantity,2,2,"LST,MOD",SJ,LST A1_MEASURE_CTRL; MOD A1_MEASURE_CTRL,chapter:SJ,上报量
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.{i}.TimeToTrigger,2,2,"LST,MOD",SJ,LST A1_MEASURE_CTRL; MOD A1_MEASURE_CTRL,chapter:SJ,触发时间
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1MeasureCtrl.{i}.TriggerQuantity,2,2,"LST,MOD",SJ,LST A1_MEASURE_CTRL; MOD A1_MEASURE_CTRL,chapter:SJ,触发量
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A1ThresholdRSRP,2,2,"LST,MOD",SJ,LST CONN_MODE_EUTRA; MOD CONN_MODE_EUTRA,chapter:SJ,
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.{i}.A2ThresholdRSRP,2,2,"LST,MOD",SJ,LST A2_MEASURE_CTRL; MOD A2_MEASURE_CTRL,chapter:SJ,A2事件RSRP门限
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.{i}.A2ThresholdRSRQ,2,2,"LST,MOD",SJ,LST A2_MEASURE_CTRL; MOD A2_MEASURE_CTRL,chapter:SJ,A2事件RSRQ门限
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.{i}.Enable,2,2,"LST,MOD",SJ,LST A2_MEASURE_CTRL; MOD A2_MEASURE_CTRL,chapter:SJ,使能开关
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.{i}.Hysteresis,2,2,"LST,MOD",SJ,LST A2_MEASURE_CTRL; MOD A2_MEASURE_CTRL,chapter:SJ,迟滞值
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.{i}.MaxReportCells,2,2,"LST,MOD",SJ,LST A2_MEASURE_CTRL; MOD A2_MEASURE_CTRL,chapter:SJ,最大上报小区数
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.{i}.ReportAmount,2,2,"LST,MOD",SJ,LST A2_MEASURE_CTRL; MOD A2_MEASURE_CTRL,chapter:SJ,上报次数
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.{i}.ReportInterval,2,2,"LST,MOD",SJ,LST A2_MEASURE_CTRL; MOD A2_MEASURE_CTRL,chapter:SJ,上报间隔
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.{i}.ReportQuantity,2,2,"LST,MOD",SJ,LST A2_MEASURE_CTRL; MOD A2_MEASURE_CTRL,chapter:SJ,上报量
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.{i}.TimeToTrigger,2,2,"LST,MOD",SJ,LST A2_MEASURE_CTRL; MOD A2_MEASURE_CTRL,chapter:SJ,触发时间
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2MeasureCtrl.{i}.TriggerQuantity,2,2,"LST,MOD",SJ,LST A2_MEASURE_CTRL; MOD A2_MEASURE_CTRL,chapter:SJ,触发量
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A2ThresholdRSRP,2,2,"LST,MOD",SJ,LST CONN_MODE_EUTRA; MOD CONN_MODE_EUTRA,chapter:SJ,
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.{i}.A3Offset,2,2,"LST,MOD",SJ,LST A3_MEASURE_CTRL; MOD A3_MEASURE_CTRL,chapter:SJ,A3事件门限
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.{i}.Enable,2,2,"LST,MOD",SJ,LST A3_MEASURE_CTRL; MOD A3_MEASURE_CTRL,chapter:SJ,使能开关
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.{i}.Hysteresis,2,2,"LST,MOD",SJ,LST A3_MEASURE_CTRL; MOD A3_MEASURE_CTRL,chapter:SJ,迟滞值
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.{i}.MaxReportCells,2,2,"LST,MOD",SJ,LST A3_MEASURE_CTRL; MOD A3_MEASURE_CTRL,chapter:SJ,最大上报小区数
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.{i}.ReportAmount,2,2,"LST,MOD",SJ,LST A3_MEASURE_CTRL; MOD A3_MEASURE_CTRL,chapter:SJ,上报次数
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.{i}.ReportInterval,2,2,"LST,MOD",SJ,LST A3_MEASURE_CTRL; MOD A3_MEASURE_CTRL,chapter:SJ,上报间隔
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.{i}.ReportOnLeave,2,2,"LST,MOD",SJ,LST A3_MEASURE_CTRL; MOD A3_MEASURE_CTRL,chapter:SJ,A3事件离开上报指示
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.{i}.ReportQuantity,2,2,"LST,MOD",SJ,LST A3_MEASURE_CTRL; MOD A3_MEASURE_CTRL,chapter:SJ,上报量
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.{i}.TimeToTrigger,2,2,"LST,MOD",SJ,LST A3_MEASURE_CTRL; MOD A3_MEASURE_CTRL,chapter:SJ,触发时间
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A3MeasureCtrl.{i}.TriggerQuantity,2,2,"LST,MOD",SJ,LST A3_MEASURE_CTRL; MOD A3_MEASURE_CTRL,chapter:SJ,触发量
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.{i}.A4ThresholdRSRP,2,2,"LST,MOD",SJ,LST A4_MEASURE_CTRL; MOD A4_MEASURE_CTRL,chapter:SJ,A4事件RSRP门限
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.{i}.A4ThresholdRSRQ,2,2,"LST,MOD",SJ,LST A4_MEASURE_CTRL; MOD A4_MEASURE_CTRL,chapter:SJ,A4事件RSRQ门限
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.{i}.Enable,2,2,"LST,MOD",SJ,LST A4_MEASURE_CTRL; MOD A4_MEASURE_CTRL,chapter:SJ,使能开关
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.{i}.Hysteresis,2,2,"LST,MOD",SJ,LST A4_MEASURE_CTRL; MOD A4_MEASURE_CTRL,chapter:SJ,迟滞值
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.{i}.MaxReportCells,2,2,"LST,MOD",SJ,LST A4_MEASURE_CTRL; MOD A4_MEASURE_CTRL,chapter:SJ,最大上报小区数
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.{i}.ReportAmount,2,2,"LST,MOD",SJ,LST A4_MEASURE_CTRL; MOD A4_MEASURE_CTRL,chapter:SJ,上报次数
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.{i}.ReportInterval,2,2,"LST,MOD",SJ,LST A4_MEASURE_CTRL; MOD A4_MEASURE_CTRL,chapter:SJ,上报间隔
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.{i}.ReportQuantity,2,2,"LST,MOD",SJ,LST A4_MEASURE_CTRL; MOD A4_MEASURE_CTRL,chapter:SJ,上报量
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.{i}.TimeToTrigger,2,2,"LST,MOD",SJ,LST A4_MEASURE_CTRL; MOD A4_MEASURE_CTRL,chapter:SJ,触发时间
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A4MeasureCtrl.{i}.TriggerQuantity,2,2,"LST,MOD",SJ,LST A4_MEASURE_CTRL; MOD A4_MEASURE_CTRL,chapter:SJ,触发量
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A5MeasureCtrl.{i}.A5Threshold1RSRP,2,2,"LST,MOD",SJ,LST A5_MEASURE_CTRL; MOD A5_MEASURE_CTRL,chapter:SJ,A5事件RSRP门限1
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.Mobility.ConnMode.EUTRA.A5MeasureCtrl.{i}.A5Threshold1RSRQ,2,2,"LST,MOD",SJ,LST A5_MEASURE_CTRL; MOD A5_MEASURE_CTRL,chapter:SJ,A5事件RSRQ门限1
