path,secondary_node_match,secondary_match_kind,secondary_confidence,reason,chapter_code,chapter_name,secondary_node_name,secondary_object_path,secondary_group_code,source_type,source_file,rematch_decision,strict_match_level,access,data_type,old_target_node_name,old_target_object_path,old_target_group_code
Device.Services.FAPService.{i}.Transport.SCTP.MaxInitRetransmits,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,U_INT,SCTP,Device.Services.FAPService.{i}.Transport.SCTP.,
Device.Services.FAPService.{i}.Transport.SCTP.MaxPathRetransmits,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,U_INT,SCTP,Device.Services.FAPService.{i}.Transport.SCTP.,
Device.Services.FAPService.{i}.Transport.SCTP.RTOInitial,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,U_INT,SCTP,Device.Services.FAPService.{i}.Transport.SCTP.,
Device.Services.FAPService.{i}.Transport.SCTP.RTOMax,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,U_INT,SCTP,Device.Services.FAPService.{i}.Transport.SCTP.,
Device.Services.FAPService.{i}.Transport.SCTP.RTOMin,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,U_INT,SCTP,Device.Services.FAPService.{i}.Transport.SCTP.,
Device.Services.FAPService.{i}.Transport.SCTP.ValCookieLife,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,U_INT,SCTP,Device.Services.FAPService.{i}.Transport.SCTP.,
Device.Services.FAPService.{i}.Transport.SCTP.Assoc.{i}.LocalPort,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_ONLY,U_INT,{i},Device.Services.FAPService.{i}.Transport.SCTP.Assoc.{i}.,
Device.Services.FAPService.{i}.Transport.SCTP.Assoc.{i}.PrimaryPeerAddress,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_ONLY,STRING,{i},Device.Services.FAPService.{i}.Transport.SCTP.Assoc.{i}.,
Device.Services.FAPService.{i}.Transport.SCTP.Assoc.{i}.RemotePort,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_ONLY,U_INT,{i},Device.Services.FAPService.{i}.Transport.SCTP.Assoc.{i}.,
Device.Services.FAPService.{i}.Transport.SCTP.Assoc.{i}.SCTPAssocLocalAddr,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_ONLY,STRING,{i},Device.Services.FAPService.{i}.Transport.SCTP.Assoc.{i}.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.Antenna.NumOfRxAntenna,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,INT,Antenna,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.Antenna.,
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.AntennaInfo.Multiplex,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SH,RAN协议栈参数,RAN PHY 物理层,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,AntennaInfo,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.PHY.AntennaInfo.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i},yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,BWPDL,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.,
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.CA.CaEnable,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,CA,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.CA.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonControlResourceSet.CceRegMappingType.InterleaverSize,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,CceRegMappingType,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonControlResourceSet.CceRegMappingType.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonControlResourceSet.CceRegMappingType.RegBundleSize,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,CceRegMappingType,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonControlResourceSet.CceRegMappingType.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonControlResourceSet.CceRegMappingType.RegType,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,CceRegMappingType,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonControlResourceSet.CceRegMappingType.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonControlResourceSet.CceRegMappingType.ShiftIndex,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,CceRegMappingType,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonControlResourceSet.CceRegMappingType.,
Device.Services.FAPService.{i}.FAPControl.NR.RAN.Common.AdminState,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,Common,Device.Services.FAPService.{i}.FAPControl.NR.RAN.Common.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonControlResourceSet.ControlResourceSetId,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,CommonControlResourceSet,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonControlResourceSet.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonControlResourceSet.Duration,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,CommonControlResourceSet,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonControlResourceSet.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonControlResourceSet.FrequencyDomainResources,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,CommonControlResourceSet,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonControlResourceSet.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonControlResourceSet.PrecoderGranularity,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,CommonControlResourceSet,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonControlResourceSet.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.{i},yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,CommonSearchSpaceList,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.CommonSearchSpaceList.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.DedicatedCtlResourceSet.{i},yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,DedicatedCtlResourceSet,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.DedicatedCtlResourceSet.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.EnergySaveParam.EnergySavingDelayTime,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,EnergySaveParam,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.EnergySaveParam.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.EnergySaveParam.EnergySavingTime,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,EnergySaveParam,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.EnergySaveParam.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.EnergySaveParam.EnergySavingType,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,EnergySaveParam,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.EnergySaveParam.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.EnergySaveParam.PrbLowThreshold,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,EnergySaveParam,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.EnergySaveParam.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.EnergySaveParam.PrbReportPeriod,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,EnergySaveParam,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.EnergySaveParam.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.EnergySaveParam.RRCLowThreshold,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,EnergySaveParam,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.EnergySaveParam.,
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.CA.PARAMS.CARRIER_MODE,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,BOOLEAN,PARAMS,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.CA.PARAMS.,
Device.Services.FAPService.{i}.CellConfig.LTE.RAN.CA.PARAMS.NumOfCells,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,INT,PARAMS,Device.Services.FAPService.{i}.CellConfig.LTE.RAN.CA.PARAMS.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.PDCCHConfigCommon.ControlResourceSetZero,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,PDCCHConfigCommon,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.PDCCHConfigCommon.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.PDCCHConfigCommon.PagingSearchSpace,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,PDCCHConfigCommon,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.PDCCHConfigCommon.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.PDCCHConfigCommon.RaSearchSpace,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,PDCCHConfigCommon,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.PDCCHConfigCommon.,
Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.PDCCHConfigCommon.SearchSpaceOtherSystemInformation,yes,existing_command_object_parent,medium,path 位于当前 MML seed/catalog 二级命令节点 object_path 下，可挂入该二级节点；需确认分组是否过粗,SF,小区服务参数管理（总体）,FAP 载波基本配置,Device.Services.FAPService.{i}.,,json_seed_and_catalog_existing_group,omcgo/internal/config/parammodel/mmlstandardloader/seeds/cmcc_tdlte_v23.json; omcgo/datamodels/mml-catalog/cmcc-tdlte-v2.3.json,YES_EXISTING_JSON_PARENT_GROUP,existing_mml_parent_object_group,READ_WRITE,STRING,PDCCHConfigCommon,Device.Services.FAPService.{i}.CellConfig.{i}.NR.RAN.PHY.BWP.BWPDL.{i}.PDCCH.PDCCHConfigCommon.,
